point,time_s,current_A
77,2.689799689480315,2.394570093454272e-05
78,2.7328780252442333,2.4050947259690417e-05
79,2.769272408201419,2.4180618442594203e-05
80,2.7971816072766376,2.4017354439036373e-05
81,2.826030877176004,2.393765510975743e-05
82,2.8695889908708945,2.3906355877575745e-05
83,2.90563552062424,2.3995512457538538e-05
84,2.9342465705932184,2.3985856544518915e-05
85,2.976927708477148,2.3907878467237802e-05
86,3.0147591425815974,2.4009308418855376e-05
87,3.0511530280710737,2.3907926918295133e-05
88,3.083678784793672,2.4088968581738344e-05
89,3.1168978904368148,2.4085012048463055e-05
90,3.1466876746904515,2.4086780101223713e-05
91,3.1724488204242762,2.396207596235132e-05
92,3.214973196586462,2.404116164506545e-05
93,3.2493278009227438,2.3989434439582453e-05
94,3.2852805049070186,2.39688950350878e-05
95,3.316723771102623,2.3972868347428637e-05
96,3.3567502694997216,2.389602277815727e-05
97,3.3822542069157566,2.388449090432839e-05
98,3.414697912367061,2.4063545183270083e-05
99,3.440304918254743,2.398470116768644e-05
100,3.4677627602988434,2.401731398809021e-05
101,3.5121057250067906,2.408013683107633e-05
102,3.550260939607561,2.3861349400398714e-05
103,3.5838253445353505,2.393726959409473e-05
104,3.61930014669356,2.4014026787477205e-05
105,3.6617563308648555,2.4031367582933246e-05
106,3.693640544204776,2.3969834043967913e-05
107,3.7304463638505703,2.4082334338615828e-05
108,3.769120051317361,2.401683159510637e-05
109,3.8012283268578315,2.390292942889377e-05
110,3.836610296587751,2.392553889792075e-05
111,3.8769152442533215,2.406443768483957e-05
112,3.9200988305331324,2.4037106516516487e-05
113,3.9481200760946686,2.3848075100879474e-05
114,3.991788463940817,2.4107816984308992e-05
115,4.016892041257126,4.0478421624875105e-06
116,4.0569515913290815,4.1074674390157194e-06
117,4.098162127935426,3.969303929513993e-06
118,4.125897408966278,3.976343502293414e-06
119,4.159275481984541,3.909883433219894e-06
120,4.200580607544442,4.2029543656105504e-06
121,4.225866031338134,3.985963661967428e-06
122,4.263435270295459,4.127002655366556e-06
123,4.30429574345742,3.948216603889018e-06
124,4.339555815113864,4.013107295386648e-06
125,4.379072803524886,3.866291801074393e-06
126,4.408601273178829,3.969370628098658e-06
127,4.437571696138682,4.078700392672002e-06
128,4.469834235149689,3.89986049475404e-06
129,4.498422355701032,4.0857782035947685e-06
130,4.530343584483282,4.026979025267877e-06
131,4.574306065711498,3.9164839260012596e-06
132,4.61077272006372,3.959872218285946e-06
133,4.642574081412136,3.963274745863567e-06
134,4.673004573808312,3.9960384529646e-06
135,4.7170453636224625,3.957108482724553e-06
136,4.750934927815405,3.933816967935637e-06
137,4.795542822833017,3.975632983798814e-06
138,4.830853276215143,3.917848820911276e-06
139,4.866276598795667,3.896837874188553e-06
140,4.909207409269987,3.996145881399411e-06
141,4.949062757634288,4.0706299380443655e-06
142,4.985675814911345,3.8776502635906105e-06
143,5.01920880498807,2.4000280652117117e-05
144,5.061772562176436,2.3948003504415896e-05
145,5.095005485174573,2.3921828365029227e-05
146,5.138460676697942,2.406827501221717e-05
147,5.16483498374038,2.3958546424872746e-05
148,5.198434920978403,2.411986413464519e-05
149,5.233825217375959,2.3937612850868288e-05
150,5.277843981287597,2.403092015949007e-05
151,5.307863966220892,2.3981817359475424e-05
152,5.348984749166134,2.3939678255269893e-05
153,5.387514173166106,2.404701400340622e-05
154,5.426855891251728,2.3987601394154015e-05
155,5.464448334908532,2.404825684645709e-05
156,5.508879549077764,2.399621667942264e-05
157,5.540533178261991,2.3913134699575885e-05
158,5.573498689455579,2.3991834460544887e-05
159,5.602556924499849,2.400415641356129e-05
160,5.628571005605294,2.4076677036310496e-05
161,5.657829169504801,2.3927498479413186e-05
162,5.701138457447279,2.3996853611738615e-05
163,5.742941833790447,2.38622497015816e-05
164,5.770189948620299,2.4052119444827465e-05
165,5.807265529126636,2.3913481362028748e-05
166,5.841849459024428,2.3855491238313314e-05
167,5.878743156434194,2.3995262653258023e-05
168,5.916928656566375,2.408845479669303e-05
169,5.948061846384152,2.3878044244143052e-05
170,5.9922888632788815,2.3912957153168926e-05
171,6.026605663980104,2.3940538008715738e-05
172,6.064167681077402,2.390964026829264e-05
173,6.101872204755396,2.4030354231066767e-05
174,6.13054999268559,2.393541060439644e-05
175,6.156787301048717,2.3942278821083184e-05
176,6.190017637518676,2.4046664431894584e-05
177,6.230298239287445,2.3939558829522505e-05
178,6.2716026750532805,2.403462240782246e-05
179,6.311202460033321,2.3922289186249436e-05
180,6.338466559083826,2.390302891886278e-05
181,6.381733656314447,2.3853164056864726e-05
182,6.422774387874393,2.414889622295294e-05
183,6.465328215207383,2.3974379277429522e-05
184,6.500794298266887,2.4019514669435875e-05
185,6.544107006968901,2.3997516039281538e-05
186,6.570040051727979,2.401279694056058e-05
187,6.595645828406611,2.400397491834995e-05
188,6.621050139873734,2.4152657363136217e-05
189,6.651105513432784,2.391688587272343e-05
190,6.681076908896963,2.3875403031512146e-05
191,6.7098269755840825,2.3919043226521252e-05
192,6.74616809195179,2.389322327921932e-05
193,6.771947808772451,2.4059756964198555e-05
194,6.808755566129148,2.4065630256763023e-05
195,6.837075789190092,2.3923094756387976e-05
196,6.875633263361439,2.3888765137882962e-05
197,6.901054770450317,2.3971616267748714e-05
198,6.932266174391381,2.4111289910230113e-05
199,6.976033000128673,2.3774434446576136e-05
200,7.0118009277262185,4.04213014152127e-06
201,7.053032675781154,3.913939581804113e-06
202,7.091193197413388,4.083229371723302e-06
203,7.128408213125659,3.913766084729859e-06
204,7.157233266727356,3.9771667338227326e-06
205,7.193721161692513,3.879497671948835e-06
206,7.219514890061693,3.921819371960152e-06
207,7.26054817816353,4.110867133043689e-06
208,7.304749596504053,4.065646294871205e-06
209,7.34682977793089,3.9678665478279455e-06
210,7.372843970850211,3.93038621038366e-06
211,7.404617172517816,3.848495429079054e-06
212,7.435977236475062,3.968507463047921e-06
213,7.46323157630952,3.997527739793096e-06
214,7.500763812696082,3.993275651373241e-06
215,7.541712976203408,3.992496645761906e-06
216,7.572987405643453,3.910255229821845e-06
217,7.615243590341828,3.99469808917075e-06
218,7.656186128598751,3.996906129637191e-06
219,7.683768887428237,4.103244963024254e-06
220,7.724106070563001,4.1493386763481885e-06
221,7.766758484961039,3.989040877846577e-06
222,7.795704136357673,3.938695523905929e-06
223,7.832176959947644,3.9948014296190424e-06
224,7.869951959268086,3.951390297979645e-06
225,7.9071386444179375,3.9406052947403e-06
226,7.934063557970498,3.995307987846228e-06
227,7.972287387190797,3.916535645507815e-06
228,8.009926481684388,4.048488540092401e-06
229,8.051404191464428,3.991686756065273e-06
230,8.092474445447035,4.020000664548796e-06
231,8.124017809605688,3.985364797122346e-06
232,8.16345875626422,3.9418196442198065e-06
233,8.205804224015667,3.9241632352200915e-06
234,8.248663179179482,3.9810179196540365e-06
235,8.276893425718422,3.956099173005775e-06
236,8.302427472720147,4.0187121066567655e-06
237,8.340443621588593,3.999645463744189e-06
238,8.369737147043468,3.891015460166181e-06
239,8.40601134152881,4.005369703954268e-06
240,8.449907432124947,3.8925711666287394e-06
241,8.482493824609998,3.950681789958458e-06
242,8.512549315617685,3.976451711262572e-06
243,8.546679516616923,3.833978137767095e-06
244,8.584824394882338,4.007320595828798e-06
245,8.61184637423943,4.012078667977146e-06
246,8.644458069509442,3.987358064526026e-06
247,8.672132493286213,3.966054618202273e-06
248,8.710381417718498,3.970111707191349e-06
249,8.751992468363762,3.921876842511115e-06
250,8.784529543991937,3.978423970421695e-06
251,8.816964023047426,3.9557910557188105e-06
252,8.852754456226375,4.0073348314149915e-06
253,8.882055611819137,3.903669112836411e-06
254,8.912003803651473,4.018847192720892e-06
255,8.943600849317122,4.011457511478214e-06
256,8.977749363279885,3.988674973425702e-06
